ID,LEARNING CENTER,BRANCH SCHOOL,TUTOR,HEAD TEACHER,ONLINE,OFFLINE
2660,Akshra English Medium School,SAIMEDHA GATE COACHING CENTER,3,2,5,3
2661,Narayana Junior College,ROLLER SPORTS COACHING CENTRE,4,2,2,6
2662,Anjali Junior College,DAMS SKY,3,3,2,1
2663,Anu Vocational Junior College,SAIMEDHA GATE COACHING CENTER,1,4,1,4
2664,Sri Chaitanya Junior College ,KARTHIK INSTITUTE OF POLICE COACHING,2,2,3,3
2665,SDHR Junior & Degree & Pg College ,BANKER'S ADDA,1,2,4,2
2666,Akshara High School,C L CAREER LAUNCHER,4,1,1,2
2667,Ashwamedha Junior College & Neet Medical Academy ,CAREER LAUNCHER,4,4,5,1
2668,Nri Academy,BANKER'S ADDA,4,4,2,4
2669,Ashwamedha Junior College & Neet Medical Academy ,TALENTSPRINT PVT. LTD,2,3,1,4
2670,Arunodaya High School,RADHAKRISHNA EDUCATIONAL INSTITUTES,1,4,2,3
2671,Anjali Junior College,GURU SAI COACHING CENTER,2,4,1,1
2672,Narayana Junior College,CAREER LAUNCHER,1,4,4,2
2673,SDHR Junior & Degree & Pg College ,SRI KRISHNAVENI COACHING CENTRE,4,1,1,5
2674,Sri Chaitanya Junior College ,VIVEK COACHING CENTRE,1,4,4,3
2675,Arunodaya High School,SKILL WORLD COMPUTERS,4,2,2,3
2676,Sri Chaitanya Junior College ,MAHENDRA EDUCATIONAL PVT LTD,2,1,1,2
2677,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,SREEDHAR'S CCE,1,1,4,4
2678,Sri Padmavathi Women's Junior College ,BHARATH DEFENCE COACHING CENTRE,3,4,4,3
2679,Narayana Junior College,KARTHIK INSTITUTE OF POLICE COACHING,1,2,1,4
2680,Alpha Gamma Sigma Junior College,RADHAKRISHNA EDUCATIONAL INSTITUTES,4,4,4,2
2681,Accord School,TALENTSPRINT PVT. LTD,3,1,5,3
2682,Anu Vocational Junior College,VIGNESH COACHING CENTRE,3,3,3,4
2683,Sri Padmavathi Women's Junior College ,EMINENT COACHING CENTRE,3,1,1,6
2684,Anjali Junior College,NIIT,1,3,5,5
2685,Arunodaya High School,NIIT,3,4,3,1
2686,Alpha Gamma Sigma Junior College,ELITE POLYTECHNIC & APRJC COACHING CENTRE,3,4,4,4
2687,Narayana Junior College,GURU SAI COACHING CENTER,4,4,1,4
2688,Narayana Junior College,MY CAREER POINT,4,1,1,5
2689,Akshra English Medium School,BANKERS ADD,2,2,1,1
2690,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,DR. LAKSHMAIAH IAS STUDY CIRCLE,4,1,1,1
2691,Accord School,VIVEK COACHING CENTRE,3,1,2,1
2692,Academic Heights Public School - AHPS,SAIMEDHA GATE COACHING CENTER,1,1,2,5
2693,SDHR Junior & Degree & Pg College ,C L CAREER LAUNCHER,4,4,1,6
2694,Sri Chaitanya Junior College ,VIVEK COACHING CENTRE,3,1,5,3
2695,Anu Vocational Junior College,VIGNESH COACHING CENTRE,1,4,2,3
2696,Anu Vocational Junior College,VIGNESH COACHING CENTRE,1,2,3,6
2697,Academic Heights Public School - AHPS,JB INSTITUTE FOR COMPETITVE EXAMS,4,4,2,2
2698,Sri Padmavathi Women's Junior College ,JB INSTITUTE FOR COMPETITVE EXAMS,1,2,5,1
2699,S V Defence Academy,DAMS SKY,1,3,4,4
2700,SDHR Junior & Degree & Pg College ,EMINENT COACHING CENTRE,1,2,5,2
2701,SDHR Junior & Degree & Pg College ,Sheker'S IAS Study Circle,3,2,1,5
2702,Ashwamedha Junior College & Neet Medical Academy ,TALENTSPRINT PVT. LTD,4,1,3,1
2703,Arunodaya High School,DR. LAKSHMAIAH IAS STUDY CIRCLE,1,3,3,6
2704,S V Defence Academy,ROLLER SPORTS COACHING CENTRE,4,3,5,3
2705,Academic Heights Public School - AHPS,POORNASAI COACHING,4,4,3,1
2706,Sri Padmavathi Women's Junior College ,VIVEK COACHING CENTRE,4,2,3,6
2707,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,ACE ENGINEERING ACADEMY,2,1,2,5
2708,S V Defence Academy,IGNITE ACADEMY,2,4,2,2
2709,Ashwamedha Junior College & Neet Medical Academy ,MAHENDRA EDUCATIONAL PVT LTD,2,2,1,4
2710,Alpha Gamma Sigma Junior College,C L CAREER LAUNCHER,2,2,2,2
2711,Akshra English Medium School,Sheker'S IAS Study Circle,2,2,1,2
2712,Anjali Junior College,ROLLER SPORTS COACHING CENTRE,3,3,1,2
2713,Akshra English Medium School,AAKASH INSTITUTE OF MEDICAL IIT - JEE,3,1,4,2
2714,Narayana Junior College,MY CAREER POINT,3,2,4,6
2715,Arunodaya High School,SAIMEDHA GATE COACHING CENTER,3,3,1,6
2716,Arunodaya High School,MAHENDRA EDUCATIONAL PVT LTD,4,2,3,3
2717,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,CONDUIRA EDUCATION & TRAINING SERVICES PVT. LTD.,3,4,1,5
2718,Narayana Junior College,SHINE IAS STUDY CIRCLE,4,3,4,3
2719,Ashwamedha Junior College & Neet Medical Academy ,SKILL WORLD COMPUTERS,3,3,3,6
2720,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,CAREER LAUNCHER,2,1,5,6
2721,Narayana Junior College,EMINENT COACHING CENTRE,1,4,1,5
2722,Narayana Junior College,MY CAREER POINT,4,4,2,5
2723,Narayana Junior College,ELITE POLYTECHNIC & APRJC COACHING CENTRE,4,1,2,2
2724,S V Defence Academy,BHARATH DEFENCE COACHING CENTRE,1,4,1,5
2725,Ashwamedha Junior College & Neet Medical Academy ,MAHENDRA EDUCATIONAL PVT LTD,1,4,1,2
2726,Sri Padmavathi Women's Junior College ,C L CAREER LAUNCHER,1,1,5,6
2727,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,POORNASAI COACHING,2,4,3,2
2728,Arunodaya High School,NIIT,4,4,3,1
2729,Akshra English Medium School,ROLLER SPORTS COACHING CENTRE,3,3,4,6
2730,Ashwamedha Junior College & Neet Medical Academy ,RADHAKRISHNA EDUCATIONAL INSTITUTES,4,2,1,6
2731,Anjali Junior College,DAMS SKY,3,3,1,5
2732,S V Defence Academy,RADHAKRISHNA EDUCATIONAL INSTITUTES,3,4,4,4
2733,Arunodaya High School,SRI KRISHNAVENI COACHING CENTRE,4,3,3,6
2734,SDHR Junior & Degree & Pg College ,GURU SAI COACHING CENTER,4,1,4,6
2735,Alpha Gamma Sigma Junior College,SHINE IAS STUDY CIRCLE,3,4,1,6
2736,Academic Heights Public School - AHPS,GURU SAI COACHING CENTER,3,3,2,3
2737,Anu Vocational Junior College,BANKER'S ADDA,1,2,4,1
2738,Anu Vocational Junior College,VIGNESH COACHING CENTRE,3,1,5,6
2739,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,JB INSTITUTE FOR COMPETITVE EXAMS,1,1,4,3
2740,Sri Chaitanya Junior College ,T.I.M.E. (TRIUMPHANT INSTITUTE OF MANAGEMENT EDUCATION),3,4,4,4
2741,Ashwamedha Junior College & Neet Medical Academy ,JB INSTITUTE FOR COMPETITVE EXAMS,4,3,5,5
2742,Anjali Junior College,SAIMEDHA EDUCATIONAL INSTITUTE,4,1,1,3
2743,Ashwamedha Junior College & Neet Medical Academy ,DAMS SKY,3,3,3,2
2744,Sri Chaitanya Junior College ,DAMS SKY,4,3,3,1
2745,Akshra English Medium School,POORNASAI COACHING,4,2,1,4
2746,Sri Padmavathi Women's Junior College ,AAKASH INSTITUTE OF MEDICAL IIT - JEE,4,1,2,5
2747,Arunodaya High School,C L CAREER LAUNCHER,2,4,5,1
2748,Sri Padmavathi Women's Junior College ,JB INSTITUTE FOR COMPETITVE EXAMS,1,2,2,2
2749,Nri Academy,RADHAKRISHNA EDUCATIONAL INSTITUTES,2,1,3,2
2750,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,CAREER LAUNCHER,4,3,2,6
2751,Narayana Junior College,T.I.M.E. (TRIUMPHANT INSTITUTE OF MANAGEMENT EDUCATION),3,2,4,1
2752,Nri Academy,IGNITE ACADEMY,3,4,1,1
2753,Sri Chaitanya Junior College ,SKILL WORLD COMPUTERS,4,1,3,2
2754,Akshara High School,TALENTSPRINT PVT. LTD,3,1,5,6
2755,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,ROLLER SPORTS COACHING CENTRE,3,1,1,6
2756,Akshra English Medium School,RADHAKRISHNA EDUCATIONAL INSTITUTES,3,2,2,6
2757,Narayana Junior College,C L CAREER LAUNCHER,4,1,3,3
2758,Ashwamedha Junior College & Neet Medical Academy ,ACE ENGINEERING ACADEMY,1,1,3,1
2759,Sri Chaitanya Junior College ,ACE ENGINEERING ACADEMY,1,1,3,4
2760,Sri Padmavathi Women's Junior College ,SRI VISWAM COACHING CENTRE,2,1,1,5
2761,Sri Chaitanya Junior College ,RADHAKRISHNA EDUCATIONAL INSTITUTES,2,4,5,2
2762,Anu Vocational Junior College,SAIMEDHA GATE COACHING CENTER,3,1,4,1
2763,Alpha Gamma Sigma Junior College,JB INSTITUTE FOR COMPETITVE EXAMS,3,4,1,4
2764,Narayana Junior College,RADHAKRISHNA EDUCATIONAL INSTITUTES,4,4,2,6
2765,Arunodaya High School,Sheker'S IAS Study Circle,1,1,2,5
2766,Arunodaya High School,SAIMEDHA GATE COACHING CENTER,3,4,1,2
2767,Arunodaya High School,EMINENT COACHING CENTRE,4,3,4,6
2768,Sri Chaitanya Junior College ,RADHAKRISHNA EDUCATIONAL INSTITUTES,2,3,1,3
2769,Nri Academy,SRI KRISHNAVENI COACHING CENTRE,4,3,1,4
2770,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,BANKERS ADD,1,3,1,2
2771,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,NIIT,2,2,5,5
2772,Alpha Gamma Sigma Junior College,RADHAKRISHNA EDUCATIONAL INSTITUTES,4,4,2,1
2773,Akshra English Medium School,DR. LAKSHMAIAH IAS STUDY CIRCLE,2,3,2,4
2774,Ashwamedha Junior College & Neet Medical Academy ,EMINENT COACHING CENTRE,4,4,4,6
2775,Akshra English Medium School,C L CAREER LAUNCHER,1,3,3,1
2776,Alpha Gamma Sigma Junior College,ROLLER SPORTS COACHING CENTRE,1,1,3,6
2777,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,PANDITHA SUDHA COACHING CENTRE,1,4,2,5
2778,Ashwamedha Junior College & Neet Medical Academy ,VIVEK COACHING CENTRE,4,4,3,4
2779,Akshra English Medium School,DAMS SKY,1,2,4,1
2780,Nri Academy,PANDITHA SUDHA COACHING CENTRE,2,4,2,5
2781,Academic Heights Public School - AHPS,SKILL WORLD COMPUTERS,3,3,1,3
2782,Akshara High School,VIGNESH COACHING CENTRE,3,2,3,3
2783,Academic Heights Public School - AHPS,EMINENT COACHING CENTRE,1,3,3,6
2784,Academic Heights Public School - AHPS,IGNITE ACADEMY,4,2,1,5
2785,S V Defence Academy,IGNITE ACADEMY,4,2,2,3
2786,Narayana Junior College,BANKERS ADD,2,4,4,4
2787,Narayana Junior College,PANDITHA SUDHA COACHING CENTRE,3,3,2,6
2788,Akshra English Medium School,POORNASAI COACHING,2,1,4,1
2789,Sri Chaitanya Junior College ,SRI VISWAM COACHING CENTRE,1,4,4,1
2790,Academic Heights Public School - AHPS,BANKERS ADD,2,2,5,6
2791,Sri Chaitanya Junior College ,ANALYST IAS ACADEMY,1,1,4,4
2792,Sri Chaitanya Junior College ,ACE ENGINEERING ACADEMY,4,2,2,4
2793,Narayana Junior College,NIIT,3,3,2,3
2794,Sri Padmavathi Women's Junior College ,ANALYST IAS ACADEMY,3,3,2,6
2795,S V Defence Academy,SHINE IAS STUDY CIRCLE,3,4,2,1
2796,Academic Heights Public School - AHPS,MAHENDRA EDUCATIONAL PVT LTD,3,3,3,2
2797,Narayana Junior College,SREEDHAR'S CCE,3,4,1,3
2798,Sri Chaitanya Junior College ,BHARATH DEFENCE COACHING CENTRE,2,3,5,2
2799,Arunodaya High School,C L CAREER LAUNCHER,3,2,2,2
2800,Alpha Gamma Sigma Junior College,MY CAREER POINT,4,3,5,2
2801,Ashwamedha Junior College & Neet Medical Academy ,DAMS SKY,2,1,3,2
2802,S V Defence Academy,PANDITHA SUDHA COACHING CENTRE,1,3,2,3
2803,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,SRI VISWAM COACHING CENTRE,4,2,2,2
2804,Sri Padmavathi Women's Junior College ,EMINENT COACHING CENTRE,2,2,2,6
2805,Academic Heights Public School - AHPS,MAHENDRA EDUCATIONAL PVT LTD,1,1,2,5
2806,Anjali Junior College,VIVEK COACHING CENTRE,3,3,3,2
2807,SDHR Junior & Degree & Pg College ,C L CAREER LAUNCHER,2,2,4,5
2808,Anjali Junior College,SHINE IAS STUDY CIRCLE,4,1,3,5
2809,Narayana Junior College,EMINENT COACHING CENTRE,4,4,1,6
2810,Arunodaya High School,VIGNESH COACHING CENTRE,4,1,3,6
2811,S V Defence Academy,SKILL WORLD COMPUTERS,1,4,4,4
2812,S V Defence Academy,AAKASH INSTITUTE OF MEDICAL IIT - JEE,3,2,3,5
2813,Akshra English Medium School,POORNASAI COACHING,3,3,5,3
2814,Arunodaya High School,BANKERS ADD,3,2,4,5
2815,SDHR Junior & Degree & Pg College ,T.I.M.E. (TRIUMPHANT INSTITUTE OF MANAGEMENT EDUCATION),2,1,3,4
2816,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,ROLLER SPORTS COACHING CENTRE,3,2,5,6
2817,S V Defence Academy,SAIMEDHA GATE COACHING CENTER,2,4,1,3
2818,Sri Padmavathi Women's Junior College ,SKILL WORLD COMPUTERS,1,4,4,5
2819,S V Defence Academy,ANALYST IAS ACADEMY,2,1,4,3
2820,Sri Chaitanya Junior College ,DR. LAKSHMAIAH IAS STUDY CIRCLE,2,3,5,1
2821,Ashwamedha Junior College & Neet Medical Academy ,SHINE IAS STUDY CIRCLE,1,4,1,3
2822,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,JB INSTITUTE FOR COMPETITVE EXAMS,3,2,3,6
2823,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,IGNITE ACADEMY,3,3,1,4
2824,Sri Padmavathi Women's Junior College ,GURU SAI COACHING CENTER,1,3,3,5
2825,Sri Padmavathi Women's Junior College ,SKILL WORLD COMPUTERS,2,3,4,6
2826,Sri Chaitanya Junior College ,ACE ENGINEERING ACADEMY,1,1,1,1
2827,Nri Academy,SAIMEDHA EDUCATIONAL INSTITUTE,3,1,1,6
2828,Akshra English Medium School,BANKER'S ADDA,2,4,3,2
2829,Anjali Junior College,SAIMEDHA EDUCATIONAL INSTITUTE,1,1,3,1
2830,Arunodaya High School,CAREER LAUNCHER,2,1,2,3
2831,Sri Padmavathi Women's Junior College ,VIGNESH COACHING CENTRE,2,3,1,3
2832,Accord School,ACADEMY OF MATHEMATICS AND STATISTICS,1,4,4,2
2833,Akshara High School,KARTHIK INSTITUTE OF POLICE COACHING,3,3,2,1
2834,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,EMINENT COACHING CENTRE,1,1,1,2
2835,Narayana Junior College,KSRM COACHING CENTER,1,3,1,6
2836,SDHR Junior & Degree & Pg College ,JB INSTITUTE FOR COMPETITVE EXAMS,1,2,5,4
2837,Narayana Junior College,IGNITE ACADEMY,1,1,3,6
2838,Akshra English Medium School,GURU SAI COACHING CENTER,3,2,5,3
2839,Nri Academy,CONDUIRA EDUCATION & TRAINING SERVICES PVT. LTD.,1,1,1,5
2840,Anu Vocational Junior College,ELITE POLYTECHNIC & APRJC COACHING CENTRE,3,2,4,6
2841,Sri Padmavathi Women's Junior College ,CAREER LAUNCHER,4,3,3,1
2842,Akshara High School,DAMS SKY,2,1,5,3
2843,Nri Academy,SHINE IAS STUDY CIRCLE,3,2,3,5
2844,Nri Academy,BHARATH DEFENCE COACHING CENTRE,1,2,4,2
2845,Accord School,MAHENDRA EDUCATIONAL PVT LTD,4,3,2,4
2846,SDHR Junior & Degree & Pg College ,JB INSTITUTE FOR COMPETITVE EXAMS,1,4,3,4
2847,Alpha Gamma Sigma Junior College,SRI VISWAM COACHING CENTRE,4,4,2,2
2848,Academic Heights Public School - AHPS,BHARATH DEFENCE COACHING CENTRE,4,4,2,1
2849,Sri Padmavathi Women's Junior College ,KARTHIK INSTITUTE OF POLICE COACHING,1,2,1,1
2850,Akshra English Medium School,SAIMEDHA GATE COACHING CENTER,1,1,2,6
2851,Ashwamedha Junior College & Neet Medical Academy ,AAKASH INSTITUTE OF MEDICAL IIT - JEE,4,2,2,5
2852,Akshara High School,SREEDHAR'S CCE,1,3,5,1
2853,Anu Vocational Junior College,C L CAREER LAUNCHER,2,3,4,2
2854,Academic Heights Public School - AHPS,C L CAREER LAUNCHER,2,4,5,6
2855,Narayana Junior College,SHINE IAS STUDY CIRCLE,1,4,5,2
2856,Akshra English Medium School,ANALYST IAS ACADEMY,3,3,2,6
2857,Sri Padmavathi Women's Junior College ,SRI KRISHNAVENI COACHING CENTRE,3,3,1,3
2858,Accord School,T.I.M.E. (TRIUMPHANT INSTITUTE OF MANAGEMENT EDUCATION),1,2,2,5
2859,Accord School,KSRM COACHING CENTER,1,1,3,5
2860,Akshra English Medium School,DR. LAKSHMAIAH IAS STUDY CIRCLE,1,4,3,6
2861,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,MAHENDRA EDUCATIONAL PVT LTD,3,4,3,4
2862,Akshara High School,ACADEMY OF MATHEMATICS AND STATISTICS,2,2,5,6
2863,Akshara High School,RADHAKRISHNA EDUCATIONAL INSTITUTES,1,2,3,5
2864,Akshra English Medium School,MY CAREER POINT,2,1,5,1
2865,Anu Vocational Junior College,TALENTSPRINT PVT. LTD,2,1,5,1
2866,Akshra English Medium School,SRI KRISHNAVENI COACHING CENTRE,2,2,4,2
2867,Sri Padmavathi Women's Junior College ,PANDITHA SUDHA COACHING CENTRE,4,2,1,6
2868,Sri Chaitanya Junior College ,ROLLER SPORTS COACHING CENTRE,2,1,2,4
2869,Ashwamedha Junior College & Neet Medical Academy ,C L CAREER LAUNCHER,2,3,3,1
2870,Accord School,ROLLER SPORTS COACHING CENTRE,3,4,1,3
2871,Sri Chaitanya Junior College ,NIIT,1,3,5,2
2872,Akshra English Medium School,ACADEMY OF MATHEMATICS AND STATISTICS,3,2,4,2
2873,Nri Academy,JB INSTITUTE FOR COMPETITVE EXAMS,1,2,1,1
2874,Anu Vocational Junior College,PANDITHA SUDHA COACHING CENTRE,4,2,2,3
2875,Alpha Gamma Sigma Junior College,VIGNESH COACHING CENTRE,1,4,2,6
2876,Arunodaya High School,DAMS SKY,2,4,5,4
2877,Sri Chaitanya Junior College ,JB INSTITUTE FOR COMPETITVE EXAMS,3,2,5,1
2878,Sri Padmavathi Women's Junior College ,Sheker'S IAS Study Circle,1,4,5,1
2879,Sri Chaitanya Junior College ,BANKERS ADD,3,4,2,4
2880,Academic Heights Public School - AHPS,MAHENDRA EDUCATIONAL PVT LTD,2,4,2,3
2881,Nri Academy,SRI KRISHNAVENI COACHING CENTRE,3,3,2,1
2882,Accord School,KSRM COACHING CENTER,3,4,2,6
2883,Anu Vocational Junior College,SKILL WORLD COMPUTERS,3,2,5,6
2884,Akshra English Medium School,VIVEK COACHING CENTRE,4,4,3,5
2885,S V Defence Academy,SAIMEDHA EDUCATIONAL INSTITUTE,4,1,3,2
2886,Akshara High School,DAMS SKY,2,2,5,6
2887,Anu Vocational Junior College,BANKER'S ADDA,3,4,1,5
2888,Akshara High School,BANKERS ADD,2,1,4,1
2889,Sri Padmavathi Women's Junior College ,SHINE IAS STUDY CIRCLE,1,3,4,5
2890,Akshara High School,AAKASH INSTITUTE OF MEDICAL IIT - JEE,2,2,5,3
2891,Anjali Junior College,DR. LAKSHMAIAH IAS STUDY CIRCLE,1,3,4,4
2892,Akshra English Medium School,ELITE POLYTECHNIC & APRJC COACHING CENTRE,4,3,2,6
2893,Sri Padmavathi Women's Junior College ,ACE ENGINEERING ACADEMY,4,2,4,4
2894,Anu Vocational Junior College,SAIMEDHA EDUCATIONAL INSTITUTE,4,3,1,2
2895,SDHR Junior & Degree & Pg College ,PANDITHA SUDHA COACHING CENTRE,1,2,2,5
2896,Academic Heights Public School - AHPS,BANKER'S ADDA,1,2,4,1
2897,Alpha Gamma Sigma Junior College,Sheker'S IAS Study Circle,3,2,4,1
2898,Academic Heights Public School - AHPS,PANDITHA SUDHA COACHING CENTRE,2,2,3,3
2899,Arunodaya High School,C L CAREER LAUNCHER,4,3,1,5
2900,Sri Chaitanya Junior College ,MY CAREER POINT,3,2,1,4
2901,Nri Academy,EMINENT COACHING CENTRE,2,4,2,6
2902,Anjali Junior College,ACADEMY OF MATHEMATICS AND STATISTICS,3,3,2,4
2903,Akshara High School,EMINENT COACHING CENTRE,3,1,2,3
2904,Sri Chaitanya Junior College ,T.I.M.E. (TRIUMPHANT INSTITUTE OF MANAGEMENT EDUCATION),3,4,2,5
2905,SDHR Junior & Degree & Pg College ,Sheker'S IAS Study Circle,2,3,3,4
2906,Sri Chaitanya Junior College ,NIIT,4,2,5,5
2907,Sri Chaitanya Junior College ,SHINE IAS STUDY CIRCLE,3,1,5,3
2908,Anjali Junior College,DAMS SKY,4,1,2,1
2909,Academic Heights Public School - AHPS,ANALYST IAS ACADEMY,3,3,2,2
2910,Akshra English Medium School,SKILL WORLD COMPUTERS,2,1,4,6
2911,Accord School,ROLLER SPORTS COACHING CENTRE,3,2,3,1
2912,Ashwamedha Junior College & Neet Medical Academy ,T.I.M.E. (TRIUMPHANT INSTITUTE OF MANAGEMENT EDUCATION),2,3,3,1
2913,Anjali Junior College,BHARATH DEFENCE COACHING CENTRE,2,1,5,6
2914,Anjali Junior College,CAREER LAUNCHER,2,4,4,4
2915,Akshra English Medium School,TALENTSPRINT PVT. LTD,3,1,5,6
2916,Nri Academy,CONDUIRA EDUCATION & TRAINING SERVICES PVT. LTD.,1,2,4,6
2917,Accord School,SRI KRISHNAVENI COACHING CENTRE,4,4,5,6
2918,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,PANDITHA SUDHA COACHING CENTRE,3,2,2,4
2919,Anu Vocational Junior College,ACE ENGINEERING ACADEMY,1,1,5,5
2920,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,KSRM COACHING CENTER,3,4,1,1
2921,Accord School,BHARATH DEFENCE COACHING CENTRE,4,1,4,3
2922,Anjali Junior College,KSRM COACHING CENTER,1,4,2,6
2923,Akshara High School,SREEDHAR'S CCE,3,4,4,2
2924,Akshra English Medium School,AAKASH INSTITUTE OF MEDICAL IIT - JEE,4,2,5,2
2925,Sri Chaitanya Junior College ,SRI KRISHNAVENI COACHING CENTRE,4,3,3,3
2926,Anu Vocational Junior College,GURU SAI COACHING CENTER,3,3,1,3
2927,Anjali Junior College,DAMS SKY,2,1,4,1
2928,Nri Academy,PANDITHA SUDHA COACHING CENTRE,2,4,2,5
2929,Arunodaya High School,SAIMEDHA EDUCATIONAL INSTITUTE,1,1,4,2
2930,Anu Vocational Junior College,SAIMEDHA EDUCATIONAL INSTITUTE,4,1,1,1
2931,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,BANKERS ADD,3,2,3,2
2932,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,SAIMEDHA EDUCATIONAL INSTITUTE,2,1,3,4
2933,Ashwamedha Junior College & Neet Medical Academy ,BHARATH DEFENCE COACHING CENTRE,2,2,2,6
2934,Accord School,ROLLER SPORTS COACHING CENTRE,1,1,2,4
2935,Arunodaya High School,IGNITE ACADEMY,4,2,5,1
2936,SDHR Junior & Degree & Pg College ,GURU SAI COACHING CENTER,2,4,2,1
2937,Nri Academy,DAMS SKY,1,2,4,2
2938,Accord School,C L CAREER LAUNCHER,3,1,4,4
2939,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,ROLLER SPORTS COACHING CENTRE,1,4,5,4
2940,Anu Vocational Junior College,BANKERS ADD,1,1,4,3
2941,Akshara High School,BANKER'S ADDA,3,1,4,3
2942,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,SRI KRISHNAVENI COACHING CENTRE,2,3,4,6
2943,Alpha Gamma Sigma Junior College,C L CAREER LAUNCHER,1,2,1,4
2944,Sri Padmavathi Women's Junior College ,PANDITHA SUDHA COACHING CENTRE,2,4,4,2
2945,SEICOM JUNIOR & DEGREE & PG COLLEGE & CIVILS ACADEMY ,ANALYST IAS ACADEMY,2,2,1,5
2946,Sri Padmavathi Women's Junior College ,Sheker'S IAS Study Circle,4,1,2,6
2947,Alpha Gamma Sigma Junior College,RADHAKRISHNA EDUCATIONAL INSTITUTES,3,2,1,1
2948,Narayana Junior College,ACADEMY OF MATHEMATICS AND STATISTICS,1,3,3,1
2949,Sri Padmavathi Women's Junior College ,MAHENDRA EDUCATIONAL PVT LTD,4,1,5,6
2950,Sri Chaitanya Junior College ,CONDUIRA EDUCATION & TRAINING SERVICES PVT. LTD.,4,2,2,3
2951,Anjali Junior College,DR. LAKSHMAIAH IAS STUDY CIRCLE,1,2,1,4
2952,Sri Padmavathi Women's Junior College ,KARTHIK INSTITUTE OF POLICE COACHING,1,1,4,6
2953,Nri Academy,BHARATH DEFENCE COACHING CENTRE,1,1,2,4
2954,Anu Vocational Junior College,CONDUIRA EDUCATION & TRAINING SERVICES PVT. LTD.,1,2,5,3
2955,Alpha Gamma Sigma Junior College,SHINE IAS STUDY CIRCLE,4,4,3,4
2956,Sri Padmavathi Women's Junior College ,SREEDHAR'S CCE,4,4,2,6
2957,Sri Chaitanya Junior College ,MAHENDRA EDUCATIONAL PVT LTD,2,1,1,1
2958,Nri Academy,VIGNESH COACHING CENTRE,3,3,1,6
2959,Sri Padmavathi Women's Junior College ,RADHAKRISHNA EDUCATIONAL INSTITUTES,2,4,3,4
2960,Akshra English Medium School,BHARATH DEFENCE COACHING CENTRE,2,1,1,5
2961,Anu Vocational Junior College,KSRM COACHING CENTER,4,2,5,6
2962,Nri Academy,C L CAREER LAUNCHER,3,4,3,5
2963,Narayana Junior College,ROLLER SPORTS COACHING CENTRE,3,2,3,1
2964,Sri Chaitanya Junior College ,ELITE POLYTECHNIC & APRJC COACHING CENTRE,3,4,1,3
2965,Accord School,CONDUIRA EDUCATION & TRAINING SERVICES PVT. LTD.,1,4,5,1
2966,Anjali Junior College,C L CAREER LAUNCHER,4,1,3,3
2967,S V Defence Academy,SAIMEDHA EDUCATIONAL INSTITUTE,4,2,5,2
2968,Alpha Gamma Sigma Junior College,BANKERS ADD,2,3,4,3
2969,Sri Padmavathi Women's Junior College ,DR. LAKSHMAIAH IAS STUDY CIRCLE,1,3,4,3
2970,Ashwamedha Junior College & Neet Medical Academy ,SAIMEDHA EDUCATIONAL INSTITUTE,1,3,2,3
2971,Anjali Junior College,PANDITHA SUDHA COACHING CENTRE,3,4,4,2
2972,Narayana Junior College,VIGNESH COACHING CENTRE,1,4,3,2
2973,Nri Academy,DR. LAKSHMAIAH IAS STUDY CIRCLE,2,3,3,5
2974,Narayana Junior College,SHINE IAS STUDY CIRCLE,4,4,5,6
2975,Accord School,BANKER'S ADDA,2,4,3,6
2976,Akshara High School,SRI VISWAM COACHING CENTRE,1,4,3,2
